OSM_ID,Longitude,Latitude,Label
1534045685,-118.4144502,33.947651,
1534045715,-118.4084811,33.9418758,
1534045728,-118.4150812,33.937241,
1534045749,-118.4006286,33.9494864,
1534045754,-118.4134274,33.9478907,
1534045773,-118.4008805,33.9491763,
1534045804,-118.4005726,33.9395542,
1534045849,-118.4018509,33.9349568,
1534045859,-118.401519,33.9342167,
1534045860,-118.4026541,33.9478073,
1534045876,-118.4146685,33.9381059,
1534045885,-118.3985345,33.9427106,
1534045889,-118.401999,33.935395,
1534045890,-118.4169277,33.9378814,
1534045923,-118.4028413,33.938497,
1534045950,-118.4193145,33.9471502,
1534045969,-118.408846,33.9450608,
1534046002,-118.40433,33.9362682,
1534046018,-118.3910717,33.9359732,
1534046024,-118.4070589,33.9359798,
1534046084,-118.4023081,33.9482852,
1534046092,-118.4075135,33.9388457,
2028990344,-118.3979869,33.9331715,
2559084846,-118.4079001,33.9388029,
2559084850,-118.4069806,33.9388998,
2559084982,-118.408506,33.9387436,
2559085363,-118.4064263,33.9381309,
2559085364,-118.4042129,33.9373766,
2559085365,-118.4043007,33.9379409,
2559085370,-118.4052322,33.9382549,
2559085383,-118.403494,33.9374504,
2559085385,-118.4050764,33.9375639,
2559085390,-118.4049142,33.9382873,
2559085591,-118.403702,33.9366691,
2559085593,-118.4041615,33.9370262,
2559086937,-118.4014606,33.9378701,
2559086951,-118.4030542,33.9384722,
2559087183,-118.3980777,33.9389833,
2559087187,-118.3973609,33.9380915,
2559087193,-118.4001518,33.9387711,
2559087195,-118.4005284,33.9392521,
2559087199,-118.3994565,33.9378757,
2559087201,-118.3985406,33.9382334,
2559650671,-118.4038691,33.9383908,
2559650679,-118.4013821,33.9386465,
2559650682,-118.3989208,33.9388917,
2559650849,-118.3976803,33.9398427,
2559650850,-118.3980982,33.9395103,
2559650857,-118.3975387,33.9390338,
2559650869,-118.3950196,33.9383284,
2559651859,-118.3937247,33.9379886,
2559651860,-118.3937225,33.9377472,
2559651868,-118.3933706,33.9373873,
2559651874,-118.393721,33.9369734,
2559651979,-118.3915142,33.9371293,
2559651985,-118.3934766,33.9363687,
2559652825,-118.3901135,33.9377188,
2559654570,-118.3851325,33.9322248,
2559656840,-118.3932341,33.9403044,
2559656844,-118.3932077,33.9431361,
2559656847,-118.3941949,33.9402071,
2559656854,-118.3932324,33.9410517,
2559658464,-118.3920523,33.9439285,
2559665237,-118.4343472,33.942451,
2559666240,-118.4306521,33.9417702,
2763158328,-118.4124824,33.9469851,
2763158334,-118.4116049,33.9384261,
2763158352,-118.4119751,33.9375629,
3534465896,-118.4131508,33.9421641,
3534465900,-118.4122756,33.9429909,
3643667882,-118.4122501,33.9365597,
3643667883,-118.4126423,33.9361155,
3643667887,-118.41126,33.9355608,
3643669795,-118.4124868,33.9350698,
3643669796,-118.4121246,33.9354711,
3643669800,-118.4122327,33.9354276,
3643669802,-118.4129502,33.9353872,
3643669809,-118.4127821,33.9370888,
3643669810,-118.4127341,33.9373023,
3643669812,-118.4125726,33.9376866,
3643669814,-118.4128929,33.9374696,
3643669818,-118.4132418,33.9374326,
3643669823,-118.412413,33.9375189,
3643669827,-118.412762,33.9369862,
3643669828,-118.41182,33.9366034,
3643669834,-118.4127534,33.9368863,
3643669835,-118.4131812,33.936465,
3643669841,-118.4169851,33.9382488,
3643669842,-118.4173429,33.9378392,
3643669846,-118.416517,33.9379244,
3643669851,-118.4168798,33.9375281,
3643669861,-118.4172114,33.9370273,
3643669865,-118.4163609,33.937115,
4033964270,-118.434054,33.9430798,
4033964302,-118.4276555,33.942078,
4110834366,-118.4272076,33.9425366,
4110834523,-118.4334012,33.9457864,
4111028462,-118.4077406,33.9388218,
4111028466,-118.4073773,33.9384566,
4111847912,-118.4030052,33.9396469,
4111847913,-118.4033839,33.9392645,
4111847931,-118.4025381,33.9393472,
4111917208,-118.414883,33.9378295,
4111917220,-118.4151982,33.9380581,
4111917225,-118.4148414,33.9375508,
4111917232,-118.414482,33.9373051,
4111917252,-118.4200199,33.9375609,
4114713496,-118.393723,33.9354236,
4114714734,-118.3941049,33.9349755,
4114714743,-118.3932232,33.9350647,
4126089656,-118.4009454,33.9395185,
4126089668,-118.4001661,33.9395978,
4126089669,-118.4006164,33.9398438,
4126189206,-118.4181297,33.9460281,
4126189212,-118.4182284,33.9467819,
4126189235,-118.4187447,33.9472095,
4126189249,-118.4178661,33.9472924,
4126189250,-118.4161692,33.9474682,
4126189257,-118.4156566,33.947082,
4126189264,-118.4152953,33.9475545,
4126191290,-118.4139931,33.9477731,
4126191307,-118.4139345,33.9474848,
4126191312,-118.4135721,33.9478777,
4126191315,-118.4160827,33.9465996,
4145828734,-118.4059656,33.9421814,
4145829261,-118.4008721,33.9427043,
4145832593,-118.4050251,33.9455942,
4145832605,-118.4031906,33.9455314,
4145832607,-118.4031552,33.945535,
4202320449,-118.3905148,33.9405568,
4202320451,-118.390691,33.9405621,
4202320467,-118.3834549,33.9414711,
4202320487,-118.3801092,33.9411299,
4270411759,-118.3880744,33.9386921,
4392017268,-118.3986997,33.9429881,
4392020633,-118.3964391,33.9381852,
4415628799,-118.4019185,33.9458396,
4680272077,-118.4127586,33.9425645,
4680272078,-118.4126641,33.9425726,
4680273689,-118.4121722,33.9422689,
4680307795,-118.4138911,33.9471831,
4680307807,-118.412533,33.9379729,
4680307817,-118.4130068,33.9382806,
4680307818,-118.4125276,33.9379551,
4680307830,-118.4121347,33.9383722,
4680307831,-118.4130403,33.9382813,
4680307841,-118.4126395,33.9386805,
4680307842,-118.4126418,33.9386944,
4680307851,-118.4121542,33.9383696,
4704624991,-118.4182194,33.9329449,
4704625012,-118.4189272,33.9340915,
4704625034,-118.4110141,33.9376543,
4704625710,-118.41155,33.9380711,
4704625726,-118.4120224,33.9383845,
4704625744,-118.4116597,33.9387876,
4704625758,-118.4111408,33.9384751,
4704625770,-118.4111217,33.938476,
4704628804,-118.409247,33.9474943,
4704628829,-118.4093287,33.9483126,
5256388788,-118.4002356,33.9492374,
5265252846,-118.4086454,33.9427813,
5265252853,-118.407855,33.9419865,
5265252854,-118.4078898,33.9420874,
5265252855,-118.4079965,33.9420804,
5265252856,-118.4080222,33.9422571,
5265252876,-118.4084105,33.942806,
5357801795,-118.4259364,33.9369558,
5357801798,-118.4263411,33.9365846,
5357801804,-118.4305187,33.9388011,
5357801812,-118.4266345,33.9362024,
5357801821,-118.4007073,33.9499939,
5357801826,-118.4343965,33.9460428,
5588914351,-118.4220941,33.9365259,
5589419787,-118.4331508,33.9461392,
5607124464,-118.42196,33.9355727,
5907207577,-118.4017473,33.9497513,
5907207584,-118.4017114,33.9495078,
5907207585,-118.4005547,33.9492058,
5907207588,-118.4007796,33.9490514,
5907207589,-118.4007274,33.9491913,
5907207592,-118.4008213,33.9488809,
5907207598,-118.4007954,33.9486923,
5907207644,-118.3806233,33.9430894,
5907207647,-118.3833651,33.9429605,
5907207648,-118.411664,33.933173,
5907207655,-118.4122594,33.9335548,
5907207656,-118.4079787,33.9370004,
5907207663,-118.4076474,33.9374158,
5907207700,-118.4066918,33.9349151,
5907207706,-118.4065888,33.9336982,
5907207714,-118.4089362,33.9364633,
5907207718,-118.4081053,33.9359779,
5907207720,-118.4078696,33.9359075,
5907207727,-118.4073838,33.935548,
5907207728,-118.4039193,33.933975,
5907207735,-118.4148772,33.9394603,
5907207742,-118.4163335,33.9391939,
5907207743,-118.4145311,33.9408522,
5907207747,-118.4145152,33.9395265,
5907207751,-118.4146339,33.9392421,
5907207753,-118.4146106,33.9385001,
5907207783,-118.4192563,33.9376381,
5907207788,-118.4201261,33.9402258,
5907207797,-118.4220885,33.9384006,
5907207805,-118.4213605,33.9374199,
5907207806,-118.422752,33.9383354,
5907207818,-118.4321854,33.9387538,
5943856023,-118.4075529,33.9359439,
5943856058,-118.4095831,33.9378068,
5943856077,-118.4130079,33.9479363,
5943856082,-118.4132958,33.9468914,
5943856398,-118.4122655,33.9470503,
5943856399,-118.4129448,33.9475298,
5943856406,-118.412536,33.9479846,
5943856414,-118.4129514,33.9475737,
5943856438,-118.4197374,33.9367656,
5943856453,-118.419117,33.9353542,
5943856480,-118.4282581,33.9462329,
5943856586,-118.4277106,33.9458685,
5973984078,-118.4173781,33.9410122,
5973984385,-118.4169648,33.9414251,
5973984386,-118.4174849,33.9417366,
5973984392,-118.4155534,33.941567,
6206684198,-118.4115194,33.9344201,
6206691625,-118.4078197,33.9348046,
6206706161,-118.4126351,33.9354203,
6240405824,-118.3988365,33.9357206,
6240406160,-118.393849,33.9348771,
6240413014,-118.3949243,33.9361203,
6240413065,-118.3937111,33.9358298,
6240415579,-118.3930006,33.9363174,
6240418619,-118.393711,33.9358752,
6415436715,-118.4132545,33.942875,
6415436724,-118.413786,33.9464815,
6415443330,-118.422206,33.9373342,
6415444889,-118.4226451,33.9376435,
6415444902,-118.422962,33.9372572,
6480914497,-118.4140938,33.9381727,
6480979440,-118.4018949,33.945689,
6480979475,-118.4236702,33.946346,
6480979480,-118.4241545,33.9466551,
6480979685,-118.4232965,33.9467403,
6480979686,-118.4311772,33.9459962,
6480979700,-118.4332225,33.9466451,
6480979720,-118.4348157,33.9431297,
6546765195,-118.4151532,33.9466955,
6546765200,-118.4138374,33.9468355,
6546765201,-118.4177358,33.9464377,
6546765208,-118.418297,33.9472494,
6546765209,-118.414267,33.9467917,
6546765240,-118.408351,33.9475915,
6546765253,-118.409645,33.9474587,
6546765263,-118.4087745,33.9475474,
6546765266,-118.4090938,33.9475118,
6546809118,-118.4125372,33.9354308,
6546809119,-118.4125355,33.9354253,
6546809120,-118.421918,33.9352573,
6546809125,-118.4215648,33.9356122,
6546809126,-118.4220081,33.9359208,
6546844698,-118.4304393,33.938263,
6546844853,-118.3812767,33.9328782,
6813931572,-118.413109,33.9449199,
6813931578,-118.4135982,33.94523,
6813947889,-118.4125139,33.9446084,
6813947892,-118.4126196,33.9453747,
6813947897,-118.4130043,33.9449329,
6813947902,-118.4134955,33.9445156,
6814231887,-118.4042806,33.9377844,
6814231915,-118.4133695,33.9468819,
6814937656,-118.4078601,33.9389033,
6814937666,-118.3998684,33.9388026,
6814937669,-118.4196682,33.9376019,
6815036141,-118.4090329,33.9475801,
6815036146,-118.4011799,33.9491422,
6815049650,-118.4014261,33.9491195,
6815049660,-118.4006683,33.9493396,
7108552187,-118.431003,33.9487586,
7140527396,-118.4170964,33.9338471,
7140527398,-118.4135153,33.9342159,
7516943442,-118.4173194,33.9436022,
7516943448,-118.417712,33.9431905,
7992560187,-118.4029094,33.9485002,
7992560188,-118.403451,33.9489103,
7992560195,-118.4029242,33.9486026,
7992560196,-118.4087667,33.9483689,
7992560200,-118.4096941,33.9482749,
7992560204,-118.4093181,33.9486767,
7992560208,-118.4102228,33.9482207,
7992560212,-118.4107156,33.9485457,
7992560257,-118.3899961,33.9394368,
7992560264,-118.3896496,33.9398419,
7992560267,-118.3897043,33.940577,
7992560283,-118.3909151,33.9416591,
7992560284,-118.3908021,33.9408386,
7992560288,-118.3901074,33.9401719,
7992560396,-118.4139022,33.9472686,
8105298026,-118.416544,33.9420869,
8105298032,-118.4167337,33.9433037,
8105298033,-118.4179849,33.9377732,
8105298053,-118.3878598,33.9349075,
8105298054,-118.3855198,33.9358517,
8105298062,-118.3850773,33.9355666,
8105298070,-118.3847961,33.9359249,
8105298071,-118.3832248,33.9360857,
8105298079,-118.3827755,33.9365431,
8105298081,-118.3882035,33.9396262,
8105298092,-118.3886771,33.9399387,
8105298105,-118.3878562,33.9400213,
8105298110,-118.3883722,33.9382572,
8105298132,-118.3888626,33.9389543,
8105298143,-118.3876868,33.9390714,
8105298144,-118.3886467,33.9389791,
8105298156,-118.3881737,33.939425,
8105298176,-118.3834074,33.9408485,
8105298193,-118.382841,33.9405331,
8105298194,-118.3837496,33.9404396,
8105298204,-118.3834016,33.9408155,
8105298215,-118.3832968,33.940157,
8105298216,-118.3833035,33.940204,
8105298226,-118.3830027,33.9405164,
8105298227,-118.3836508,33.9394896,
8105298236,-118.383268,33.939933,
8105298247,-118.3831535,33.9391444,
8105298252,-118.391332,33.9362672,
8105298259,-118.391876,33.9364316,
8105298260,-118.3828284,33.9369248,
8105298270,-118.3835332,33.937284,
8105298280,-118.382954,33.9377964,
8105298294,-118.3902438,33.9353684,
8105298295,-118.391423,33.9352454,
8127388523,-118.4075567,33.9386968,
8127388526,-118.3983423,33.9397819,
8127388531,-118.3981551,33.939685,
8127388533,-118.3985761,33.9397581,
8127388542,-118.3982331,33.9401482,
8127388586,-118.422449,33.9364873,
8127388596,-118.4221356,33.9368265,
8127388618,-118.4220405,33.9361854,
8127388631,-118.422589,33.9372952,
8127388639,-118.4221637,33.9370289,
8127388648,-118.4218508,33.9373702,
8127388654,-118.4063679,33.9477877,
8127388663,-118.4059792,33.9482013,
8127388672,-118.4054968,33.9478803,
9236253722,-118.4327689,33.9458353,
9286633437,-118.4172365,33.943609,
9286633438,-118.4168368,33.9440289,
9286633451,-118.412449,33.9404676,
9286633452,-118.4123526,33.9404784,
9286633453,-118.4118556,33.9401524,
9286633464,-118.4119689,33.9409028,
9286633484,-118.4129499,33.9407884,
9286633493,-118.4128412,33.9400669,
9327632534,-118.4220813,33.9355609,
9327632537,-118.3827215,33.9373692,RWY 25L
9327632538,-118.379794,33.9398815,
9686638980,-118.419313,33.9467877,
9686638993,-118.4179171,33.9373132,
9686638997,-118.4182701,33.9369171,
9686639004,-118.4179285,33.9373874,
9686639006,-118.4177532,33.943562,
9686639007,-118.4183725,33.9434924,
9686639014,-118.4188802,33.9438622,
9686644825,-118.4186168,33.9463455,
9944097132,-118.4074276,33.945193,
9944097133,-118.4074094,33.945025,
10026089938,-118.3910622,33.9419125,
10026089947,-118.3869452,33.9421203,
10026089952,-118.3906348,33.9418976,
10026089964,-118.3879067,33.9352282,
10026089971,-118.3875344,33.935647,
10026089978,-118.3883638,33.9355606,
10026089983,-118.3893691,33.9345779,
10026089988,-118.3863649,33.93488,
10026089989,-118.3885629,33.9351732,
10026089995,-118.3890097,33.935492,
10026090001,-118.3882307,33.9355721,
10026090002,-118.3892092,33.935095,
10026090007,-118.3896644,33.9354249,
10026090015,-118.3888605,33.9355067,
10026095717,-118.3915471,33.9348286,
10026095723,-118.3919874,33.9351873,
10026095730,-118.3912018,33.9352693,
10026095732,-118.3923309,33.9347587,
10026095745,-118.3927812,33.9351056,
10026095746,-118.3933805,33.9347747,
10026095758,-118.3931447,33.9350736,
10026095760,-118.394205,33.9349649,
10026095764,-118.3936422,33.9350243,
10026095771,-118.3827319,33.9362474,
10026095805,-118.3937181,33.937058,
10026095808,-118.3937201,33.9373546,
10026095811,-118.3937249,33.9376604,
10026095815,-118.3937232,33.938081,
10026095822,-118.3942299,33.938409,
10026095823,-118.3937216,33.9388764,
10026095831,-118.3930942,33.938524,
10026095832,-118.3937293,33.9390398,
10026095840,-118.3941617,33.9393782,
10026095850,-118.3937225,33.9387944,
10026095858,-118.3937235,33.9381227,
10026095866,-118.3932998,33.9384979,
10026095870,-118.3905349,33.9397542,
10026095871,-118.3904607,33.9397618,
10026095881,-118.3895612,33.9398549,
10026095886,-118.4055037,33.9390509,
10026095891,-118.405362,33.9392021,
10026095896,-118.4051666,33.9390819,
10026095898,-118.4178187,33.9439175,
10026095899,-118.4181758,33.9435145,
10026095909,-118.4182024,33.9435115,
10026095917,-118.4177135,33.9432036,
10026095968,-118.4088437,33.947929,
10026095973,-118.4088554,33.9479747,
10026095978,-118.4059882,33.9478307,
10026095981,-118.4057892,33.9477555,
10026095985,-118.4056254,33.9475253,
10026095987,-118.4054401,33.9462595,
10026095997,-118.4053425,33.9478955,
10026096012,-118.411043,33.9507803,
10026096027,-118.4107831,33.9490192,
10026096134,-118.4263875,33.9369099,
10026096145,-118.4193306,33.9364775,
10026096152,-118.4174311,33.9370021,
10026096178,-118.4187687,33.9430996,
10028492834,-118.4192847,33.9466203,
10028492841,-118.4187882,33.9463258,
10028492842,-118.4191821,33.9459205,
10028492858,-118.4176529,33.9464452,
10028492868,-118.4171402,33.9460933,
10028492879,-118.4167684,33.9465349,
10028492882,-118.4137841,33.9464705,
10028492886,-118.4132797,33.9468928,
10028492894,-118.4129115,33.9473135,
10028492896,-118.4129248,33.9473985,
10028492903,-118.4128021,33.9465716,
10028492904,-118.4128009,33.9465637,
10028492915,-118.4026668,33.9479112,
10028503720,-118.4031605,33.9481262,
10028503726,-118.4023211,33.9482825,
10028503729,-118.403295,33.9481097,
10028503733,-118.4029112,33.9485315,
10028503762,-118.4022157,33.946245,
10028503767,-118.4011531,33.9502542,
10028503768,-118.3996214,33.9504111,
10028503769,-118.4003545,33.950336,
10028503770,-118.4018104,33.9501869,RWY 24L
10028503771,-118.4033991,33.9500241,
10028503786,-118.4110873,33.9492365,
10028503787,-118.4175564,33.9485738,
10028503788,-118.4211589,33.9482047,
10028503789,-118.4217528,33.9478277,
10028503801,-118.4307754,33.9472196,
10028503809,-118.4335096,33.9457791,
10028503816,-118.4340469,33.9457549,
10028503819,-118.434141,33.9457551,
10028503823,-118.4339473,33.9457088,
10028503840,-118.4337238,33.9469175,
10028503841,-118.4022795,33.9501388,
10028503842,-118.4091177,33.9494383,
10028503843,-118.4097289,33.9493757,
10028503844,-118.4104712,33.9492996,
10028503849,-118.4171517,33.9486153,
10028503852,-118.419283,33.9474665,
10028503862,-118.4190226,33.9471773,
10028503869,-118.4189694,33.9471822,
10028503872,-118.4193677,33.9471447,
10028503874,-118.4278207,33.9466797,
10028503876,-118.4278184,33.9467337,
10028503880,-118.4272965,33.9463305,
10028503883,-118.4272192,33.9463404,
10028503899,-118.4255583,33.947754,
10028503902,-118.4328509,33.9470069,RWY 6R
10028503911,-118.4115438,33.9511301,
10028503914,-118.4020878,33.9521032,RWY 24R
10028503915,-118.4024169,33.9520654,
10028503916,-118.410624,33.9512243,
10028503917,-118.4160402,33.9506693,
10028503922,-118.4305409,33.9491833,
10028503942,-118.4202768,33.9482951,
10028503943,-118.434087,33.9468803,
10028503972,-118.4235977,33.9449487,
10028503993,-118.4180373,33.9381299,
10028504000,-118.4175494,33.9378164,
10028504002,-118.417372,33.937836,
10028504012,-118.4175527,33.9378161,
10028504013,-118.4183171,33.9377374,
10028504023,-118.418024,33.9380431,
10028504024,-118.418434,33.9377248,
10028504033,-118.4179336,33.9374253,
10028504041,-118.4150313,33.9380715,
10028504059,-118.4125177,33.9378702,
10028504062,-118.411537,33.9379775,
10028504064,-118.4120519,33.9383809,
10028504076,-118.4006214,33.9398784,
10028504078,-118.3981445,33.9398026,
10028504079,-118.3981039,33.9395319,
10028504081,-118.3986357,33.9381584,
10028504189,-118.4053518,33.9390663,
10028606434,-118.3992011,33.9356833,
10028606435,-118.4001467,33.9355863,
10028606531,-118.3981789,33.9343663,
10028606538,-118.3984245,33.9345367,
10028606544,-118.3979929,33.9345803,
10028606572,-118.4194773,33.9347202,
10028606579,-118.4071578,33.9359821,
10028606588,-118.4090831,33.9374857,
10028606591,-118.4090808,33.937469,
10028606689,-118.4305097,33.9400517,
10028606690,-118.4326726,33.9387038,
10028606702,-118.4326157,33.9393216,
10028606703,-118.4326541,33.9395744,
10028606716,-118.4304987,33.9390092,
10028606737,-118.407891,33.934797,
10038175372,-118.3985713,33.9427459,
10038175380,-118.399291,33.9426298,
10038175482,-118.4037969,33.9420861,
10038175714,-118.3932032,33.9413366,
10038175715,-118.3928038,33.9415987,
10038175737,-118.3913265,33.9419535,
10038176229,-118.3915426,33.9346573,
10038176230,-118.3923312,33.9345971,
10038176800,-118.3939711,33.9362627,
10038176808,-118.393721,33.9366165,
10038176809,-118.3937167,33.9366602,
10038176821,-118.393124,33.9363041,
10058975105,-118.3938794,33.9336908,
10716507991,-118.4008946,33.9428403,
10716514348,-118.4085644,33.9427898,
10716514350,-118.3987027,33.9430144,
10716514353,-118.4078721,33.9420373,
11062615924,-118.4190819,33.9350844,
11062615926,-118.4189868,33.9344409,
11062615932,-118.4049842,33.9382801,
11062868765,-118.4071662,33.9340804,
11875471229,-118.4089343,33.9444045,
11875471239,-118.4089462,33.9444968,
